Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
8/31/2018,94630,84648,UT,Provo-Orem,Juab,Nephi,11229,191600,0.001568217,0.023504274,0.070391061,0.05760961,0.019533117,2018-08,2018-Q3,191600,0,2018-08
8/31/2018,94898,85321,AZ,Tucson,Pima,Ajo,11230,70200,0,-0.001422475,0.11251981,0.04668684,-0.006866096,2008-06,2008-Q2,76400,-0.081151832,2007-07
8/31/2018,81212,53097,WI,Milwaukee-Waukesha-West Allis,Ozaukee,Mequon,11231,353100,-0.002542373,-0.01064724,0.028846154,0.038793391,0.012836858,2018-05,2018-Q2,356900,-0.01064724,2018-03
8/31/2018,76937,44003,OH,Ashtabula,Ashtabula,Andover,11232,85300,0.001173709,0.01547619,0.090792839,0.037137289,0.011492345,2018-08,2018-Q3,85300,0,2018-08
8/31/2018,91474,76557,TX,Waco,McLennan,Moody,11233,130000,0.00231303,0.021209741,0.179673321,0.06518981,0.034171973,2018-08,2018-Q3,130000,0,2018-08
8/31/2018,58830,2638,MA,Barnstable Town,Barnstable,Dennis,11234,491200,0.000611122,-0.001423053,0.049124306,0.043925484,0.020269767,2018-05,2018-Q2,491900,-0.001423053,2018-05
8/31/2018,69548,27851,NC,Wilson,Wilson,Lucama,11235,120700,0.000829187,0.018565401,0.128037383,0.03628015,0.008959699,2018-08,2018-Q3,120700,0,2018-08
8/31/2018,69911,28386,NC,Lumberton,Robeson,Rennert,11236,59400,-0.003355705,-0.003355705,0.047619048,-0.008517454,-0.021704906,2008-03,2008-Q1,76200,-0.220472441,2004-07
8/31/2018,81147,53017,WI,Milwaukee-Waukesha-West Allis,Washington,Richfield,11237,314700,-0.001269438,0.009300834,0.060667341,0.047611021,0.013760673,2018-07,2018-Q3,315100,-0.001269438,2018-07
8/31/2018,71822,32145,FL,Jacksonville,Saint Johns,Hastings,11238,129300,-0.007674597,-0.026355422,0.125326371,0.128968648,,2018-05,2018-Q2,132800,-0.026355422,2018-04
8/31/2018,60222,6248,CT,Hartford-West Hartford-East Hartford,Tolland,Hebron,11239,271400,-0.003671072,-0.003305178,0.028030303,0.005474232,-0.009049566,2007-06,2007-Q2,316600,-0.142766898,2004-06
8/31/2018,69755,28163,NC,Albemarle,Stanly,Stanfield,11240,179700,0.003350084,-0.008278146,0.034542314,0.056223711,0.010049722,2018-04,2018-Q2,181900,-0.012094557,2018-03
8/31/2018,62834,12919,NY,Plattsburgh,Clinton,Champlain,11241,106400,-0.000938967,0.002827521,0.072580645,0.035161997,0.019264019,2018-06,2018-Q2,106600,-0.001876173,2018-06
8/31/2018,66953,21655,MD,,Caroline,Preston,11242,190800,0.001049318,0.00262743,0.0449069,0.030326827,-0.009405853,2006-10,2006-Q4,239100,-0.202007528,2005-02
8/31/2018,81159,53032,WI,Beaver Dam,Dodge,Horicon,11243,133200,-0.002247191,-0.004484305,0.048818898,0.030153694,0.004853253,2018-01,2018-Q1,134000,-0.005970149,2018-01
8/31/2018,76813,43731,OH,Columbus,Perry,Crooksville,11244,61400,0,0.011532125,0.019933555,0.025683438,0.005375816,2007-02,2007-Q1,65300,-0.059724349,2006-04
8/31/2018,90606,74962,OK,Tahlequah,Cherokee,Cookson,11245,87800,0.002283105,0.004576659,0.138780804,0.040447676,0.012897041,2018-08,2018-Q3,87800,0,2018-08
8/31/2018,67085,21863,MD,Salisbury,Worcester,Snow Hill,11246,145500,-0.001372684,-0.031936128,0.033380682,0.022535852,-0.010773506,2006-03,2006-Q1,174600,-0.166666667,2005-05
8/31/2018,74435,37714,TN,Knoxville,Campbell,Caryville,11247,97900,-0.001020408,-0.001020408,0.029442692,0.041751528,0.016433294,2018-03,2018-Q1,98400,-0.005081301,2018-01
8/31/2018,72525,33306,FL,Miami-Fort Lauderdale-West Palm Beach,Broward,Fort Lauderdale,11248,392800,0.002040816,0.00408998,0.028810896,0.088434284,0.036889484,2006-05,2006-Q2,427400,-0.080954609,2005-08
8/31/2018,64146,15530,PA,Somerset,Somerset,Brothersvalley,11249,111200,0.00090009,-0.012433393,0.025830258,0.016458072,0.004147097,2018-04,2018-Q2,113100,-0.016799293,2018-03
8/31/2018,58970,2892,RI,Providence-Warwick,Washington,Richmond,11250,323900,0.000617856,0.005588327,0.067567568,0.044496211,0.01218077,2006-05,2006-Q2,363500,-0.108940853,2004-10
8/31/2018,77599,45338,OH,,Preble,Lewisburg,11251,127200,-0.000785546,0.005533597,0.127659574,0.053113366,,2010-09,2010-Q3,158600,-0.197982346,
8/31/2018,83081,57022,SD,Sioux Falls,Minnehaha,Dell Rapids,11252,199000,0.001509814,0.001509814,0.092206367,0.057458458,0.031172209,2018-08,2018-Q3,199000,0,2018-08
8/31/2018,59846,5255,VT,Bennington,Bennington,Manchester,11253,253800,0.001578532,-0.002750491,-0.041902605,-0.010253438,-0.013836351,2007-03,2007-Q1,313300,-0.189913821,2005-08
8/31/2018,63562,14505,NY,Rochester,Wayne,Marion,11254,125600,0.000796813,0,0.015359741,0.03232438,0.019408684,2018-08,2018-Q3,125600,0,2018-08
8/31/2018,65540,18621,PA,Scranton--Wilkes-Barre--Hazleton,Luzerne,Hunlock,11255,128600,0.007047768,0.015797788,0.119234117,0.028491169,0.010574235,2018-08,2018-Q3,128600,0,2018-08
8/31/2018,67508,23063,VA,Richmond,Goochland,Goochland,11256,191500,-0.000521921,-0.002604167,-0.020460358,0.027388186,0.002273605,2007-04,2007-Q2,202900,-0.056185313,2005-10
8/31/2018,77634,45380,OH,Greenville,Darke,Versailles,11257,156700,-0.003180662,-0.006970849,-0.080399061,-0.02207178,,2015-03,2015-Q1,196700,-0.203355363,
8/31/2018,77699,45612,OH,Chillicothe,Ross,Bainbridge,11258,84200,0.002380952,0.009592326,0.060453401,0.03977167,0.011113949,2018-08,2018-Q3,84200,0,2018-08
8/31/2018,99233,97374,OR,Albany,Linn,Scio,11259,320600,-0.005274589,0.001249219,0.091590058,0.114501663,0.038085838,2018-07,2018-Q3,322300,-0.005274589,2018-06
8/31/2018,99960,98675,WA,Portland-Vancouver-Hillsboro,Clark,Yacolt,11260,404200,-0.000741656,0.004473161,0.082195448,0.124278748,0.035602623,2018-07,2018-Q3,404500,-0.000741656,2018-06
8/31/2018,99484,97913,OR,Ontario,Malheur,Nyssa,11261,121600,0,0.018425461,0.126969416,0.076850545,0.013204093,2018-08,2018-Q3,121600,0,2018-08
8/31/2018,77971,46121,IN,Indianapolis-Carmel-Anderson,Putnam,Coatesville,11262,169900,-0.001762632,0.004730928,0.06587202,0.032916242,0.01817188,2018-07,2018-Q3,170200,-0.001762632,2018-07
8/31/2018,91015,75656,TX,,Cass,Hughes Springs,11263,95400,-0.00104712,0.004210526,-0.01446281,0.054405005,0.032479682,2017-09,2017-Q3,97300,-0.019527235,2017-06
8/31/2018,67279,22503,VA,,Lancaster,Lancaster,11264,184600,-0.000541419,-0.006993007,0.050056883,0.026654171,-0.008654461,2006-07,2006-Q3,232500,-0.206021505,2005-07
8/31/2018,82065,55046,MN,Faribault-Northfield,Rice,Lonsdale,11265,234000,-0.002557545,0.002141328,0.059302852,0.061926753,0.014143593,2006-01,2006-Q1,236600,-0.010989011,2005-11
8/31/2018,99372,97624,OR,Klamath Falls,Klamath,Chiloquin,11266,148000,-0.002022927,0.01439342,0.150855365,,,2018-07,2018-Q3,148300,-0.002022927,2018-07
8/31/2018,74340,37370,TN,Athens,McMinn,Riceville,11267,148400,0.002025658,0.005420054,0.085588881,0.052424365,0.031895943,2018-08,2018-Q3,148400,0,2018-08
8/31/2018,98550,96013,CA,Redding,Shasta,Burney,11268,143600,-0.006228374,0.00209351,0.117509728,,,2018-06,2018-Q2,145000,-0.009655172,2018-06
8/31/2018,99929,98631,WA,,Pacific,Long Beach,11269,196800,-0.001015228,0.002547122,0.050720769,0.05394856,0.00209678,2016-06,2016-Q2,208400,-0.055662188,2016-01
8/31/2018,99509,98024,WA,Seattle-Tacoma-Bellevue,King,Fall City,11270,696300,0.001582278,0.001150252,0.060947737,0.096925399,0.039321337,2018-06,2018-Q2,696400,-0.000143596,2018-06
8/31/2018,71742,32033,FL,Jacksonville,Saint Johns,Elkton,11271,237000,-0.00168492,0.002538071,0.057091882,0.078663455,0.013577181,2006-09,2006-Q3,273000,-0.131868132,2005-11
8/31/2018,81923,54840,WI,,Burnett,Grantsburg,11272,93800,-0.003188098,0.005359057,0.027382256,0.014547497,-0.017926519,2005-08,2005-Q3,145200,-0.35399449,2000-05
8/31/2018,61000,8202,NJ,Ocean City,Cape May,Avalon,11273,1356600,-0.00117803,0.017628085,0.157903721,0.070319696,0.001369395,2006-11,2006-Q4,1497900,-0.094332065,2005-12
8/31/2018,92741,78947,TX,,Lee,Lexington,11274,151400,0.003313453,0.01884253,0.025050779,0.062329295,0.025847457,2018-08,2018-Q3,151400,0,2018-08
8/31/2018,61116,8562,NJ,Philadelphia-Camden-Wilmington,Burlington,North Hanover,11275,300200,-0.001994681,-0.008913833,-0.058343789,0.025722418,-0.012081544,2006-09,2006-Q3,384300,-0.218839448,2004-08
8/31/2018,98599,96073,CA,Redding,Shasta,Palo Cedro,11276,382700,-0.003385417,0.002094789,0.060404544,0.075480521,0.007635163,2006-06,2006-Q2,434700,-0.119622728,2004-12
8/31/2018,78970,48097,MI,Detroit-Warren-Dearborn,Saint Clair,Yale,11277,119500,0.002516779,-0.007475083,0.035528596,0.16038983,,2018-05,2018-Q2,120400,-0.007475083,2018-04
8/31/2018,92181,77984,TX,,Lavaca,Shiner,11278,134700,-0.00148258,-0.003698225,0.049883087,0.093636229,0.046502206,2018-04,2018-Q2,135300,-0.00443459,2018-03
8/31/2018,60567,7058,NJ,New York-Newark-Jersey City,Morris,Montville,11279,571500,-0.000874126,-0.000174948,0.012579731,0.017761708,0.001462748,2006-07,2006-Q3,642900,-0.111059263,2005-02
8/31/2018,93956,82636,WY,Casper,Natrona,Evansville,11280,226800,0.000882613,0.00665779,0.075391181,0.039660454,-0.001138715,2008-04,2008-Q2,235800,-0.038167939,2008-02
8/31/2018,98592,96064,CA,,Siskiyou,Montague,11281,156800,-0.001909612,-0.001273885,0.088888889,0.076255644,0.008241111,2006-09,2006-Q3,171900,-0.087841768,2005-10
8/31/2018,97260,93430,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo,Cayucos,11282,875800,0.000685558,0.020032611,0.033514279,0.064919977,-0.006692619,2007-07,2007-Q3,1045700,-0.162474897,2005-08
8/31/2018,70086,28634,NC,Charlotte-Concord-Gastonia,Iredell,Harmony,11283,118000,0.001697793,0.026979983,0.047027507,0.060538612,0.010724396,2018-08,2018-Q3,118000,0,2018-08
8/31/2018,73662,35971,AL,Fort Payne,De Kalb,Fyffe,11284,80600,0.001242236,0.002487562,0.057742782,0.021408357,-0.002448102,2006-12,2006-Q4,88300,-0.087202718,2006-03
8/31/2018,72849,33838,FL,Lakeland-Winter Haven,Polk,Dundee,11285,145200,0.00068918,0.006237006,0.122969838,0.149806834,0.011250082,2006-08,2006-Q3,165200,-0.121065375,2006-01
8/31/2018,68771,25832,WV,Beckley,Raleigh,Daniels,11286,174700,0.000572738,0.002294894,0.038027332,0.017766877,0.007340619,2018-08,2018-Q3,174700,0,2018-08
8/31/2018,64904,17073,PA,Lebanon,Lebanon,Newmanstown,11287,177000,0.000565291,0.000565291,0.008547009,0.01473669,0.001722695,2017-12,2017-Q4,179800,-0.015572859,2017-09
8/31/2018,88459,70075,LA,New Orleans-Metairie,Saint Bernard,Meraux,11288,142800,0.002808989,0.004926108,0.074492099,0.075581459,0.021003009,2018-08,2018-Q3,142800,0,2018-08
8/31/2018,75036,38855,MS,Tupelo,Itawamba,Mantachie,11289,101300,-0.003933137,0.053014553,0.152445961,0.053396042,,2018-07,2018-Q3,101700,-0.003933137,2018-07
8/31/2018,77258,44644,OH,Canton-Massillon,Carroll,Malvern,11290,150600,0,-0.002649007,0.05758427,0.044121727,0.025159115,2018-06,2018-Q2,151200,-0.003968254,2018-05
8/31/2018,77783,45732,OH,Athens,Athens,Glouster,11291,48100,0.002083333,0.016913319,0.093181818,0.017554577,-0.01563931,2006-06,2006-Q2,63700,-0.244897959,2001-02
8/31/2018,63566,14510,NY,Rochester,Livingston,Mount Morris,11292,84100,-0.003554502,0,0.055207026,0.024019181,0.01330491,2018-06,2018-Q2,84500,-0.004733728,2018-05
8/31/2018,65755,19085,PA,Philadelphia-Camden-Wilmington,Delaware,Radnor,11293,879200,-0.003400589,-0.00857014,-0.002496029,0.00905644,-0.006004158,2006-04,2006-Q2,1016700,-0.135241467,2004-07
8/31/2018,82546,55992,MN,Red Wing,Goodhue,Zumbrota,11294,188400,-0.000530504,-0.011542497,0.008025682,0.053405196,0.018054433,2018-01,2018-Q1,191500,-0.01618799,2017-11
8/31/2018,75252,39328,MS,Meridian,Kemper,De Kalb,11295,68000,-0.002932551,-0.00729927,-0.028571429,0.005379868,,2017-10,2017-Q4,70100,-0.029957204,2016-12
8/31/2018,58930,2832,RI,Providence-Warwick,Washington,Hope Valley,11296,266000,-0.000375799,-0.008941878,0.02901354,0.037982171,0.006388934,2005-09,2005-Q3,305000,-0.127868852,2004-07
8/31/2018,70161,28717,NC,Cullowhee,Jackson,Cashiers,11297,452300,0.003327418,-0.014167393,-0.013952474,-0.002811131,-0.027645303,2008-01,2008-Q1,652600,-0.306926142,2004-09
8/31/2018,89810,72923,AR,Fort Smith,Sebastian,Barling,11298,96600,-0.001034126,0.004158004,0.027659574,0.033352947,0.004025534,2018-07,2018-Q3,96700,-0.001034126,2018-07
8/31/2018,68167,24482,VA,Staunton-Waynesboro,Augusta,Verona,11299,169800,-0.001176471,-0.005272408,0.014943216,0.023339532,0.002689537,2006-11,2006-Q4,178500,-0.048739496,2006-07
8/31/2018,62766,12816,NY,Glens Falls,Washington,Cambridge,11300,156800,-0.00317864,-0.002544529,0.032258065,0.016461492,0.002585792,2018-06,2018-Q2,157500,-0.004444444,2018-03
8/31/2018,84167,59741,MT,Bozeman,Gallatin,Manhattan,11301,323800,0.000618047,0.005590062,0.188693098,0.088296507,0.036705233,2018-08,2018-Q3,323800,0,2018-08
8/31/2018,60759,7704,NJ,New York-Newark-Jersey City,Monmouth,Fair Haven,11302,757200,-0.003421953,0.000264201,0.085591398,0.034783273,0.015601514,2018-06,2018-Q2,761700,-0.005907838,2018-06
8/31/2018,64604,16433,PA,Meadville,Crawford,Woodcock,11303,109900,0.001823154,-0.01080108,0.097902098,0.033513981,0.008380999,2018-01,2018-Q1,115900,-0.051768766,2017-12
8/31/2018,62445,12170,NY,Albany-Schenectady-Troy,Saratoga,Stillwater,11304,218700,-0.001369863,-0.007262823,0.023876404,0.03999758,0.016832998,2018-04,2018-Q2,220400,-0.007713249,2018-02
8/31/2018,64765,16841,PA,State College,Centre,Howard,11305,168400,0.000594177,0.014457831,0.059119497,0.026141178,0.021248333,2018-08,2018-Q3,168400,0,2018-08
8/31/2018,74107,37020,TN,Shelbyville,Bedford,Bell Buckle,11306,193700,-0.00103146,0.001033592,0.096208263,0.106274806,0.045696926,2018-04,2018-Q2,194100,-0.002060793,2018-03
8/31/2018,74208,37153,TN,Nashville-Davidson--Murfreesboro--Franklin,Rutherford,Rockvale,11307,245900,-0.000812678,-0.003242805,0.065886433,0.097402661,0.044042494,2018-05,2018-Q2,246700,-0.003242805,2018-04
8/31/2018,70431,29372,SC,Spartanburg,Spartanburg,Pacolet,11308,67100,0.001492537,0.013595166,0.336653386,0.078110794,0.023716948,2018-08,2018-Q3,67100,0,2018-08
8/31/2018,90055,73529,OK,Duncan,Stephens,Comanche,11309,59500,0.005067568,0.003372681,0.18762475,0.026476271,0.017515078,2018-08,2018-Q3,59500,0,2018-08
8/31/2018,83091,57033,SD,Sioux Falls,Minnehaha,Hartford,11310,234400,0.000853971,-0.000426439,0.053483146,0.055291413,0.037954959,2018-05,2018-Q2,234500,-0.000426439,2018-05
8/31/2018,75484,40026,KY,Louisville/Jefferson County,Oldham,Goshen,11311,281000,-0.002130682,-0.010911651,0.025173294,0.03893104,0.021185042,2018-02,2018-Q1,286400,-0.018854749,2017-12
8/31/2018,65860,19330,PA,Philadelphia-Camden-Wilmington,Chester,Londonderry,11312,263700,-0.001892506,-0.001136364,-0.003024575,0.023593583,-0.002692153,2008-02,2008-Q1,281000,-0.061565836,2005-12
8/31/2018,67416,22844,VA,,Shenandoah,New Market,11313,177000,-0.002254791,0.003970505,0.014326648,0.029258047,0.00651655,2006-05,2006-Q2,197000,-0.101522843,2005-04
8/31/2018,74205,37150,TN,Nashville-Davidson--Murfreesboro--Franklin,Macon,Red Boiling Springs,11314,75200,0.001331558,0.014844804,0.074285714,0.074467247,0.031612744,2018-08,2018-Q3,75200,0,2018-08
8/31/2018,73325,35116,AL,Birmingham-Hoover,Jefferson,Morris,11315,147800,0,-0.006052455,0.027816412,0.021172888,0.000542889,2007-11,2007-Q4,150900,-0.020543406,2007-07
8/31/2018,86232,63873,MO,,New Madrid,Portageville,11316,82200,-0.001215067,-0.002427184,0.037878788,0.043930672,0.017806593,2018-06,2018-Q2,82500,-0.003636364,2018-05
8/31/2018,59284,3906,ME,Portland-South Portland,York,North Berwick,11317,244300,0.001640016,0.012852405,0.032980973,0.037408428,0.010591751,2007-09,2007-Q3,250900,-0.026305301,2006-10
8/31/2018,82770,56310,MN,St. Cloud,Stearns,Avon,11318,224100,-0.000891663,0.006738544,0.070711897,0.056749724,0.021272602,2018-07,2018-Q3,224300,-0.000891663,2018-07
8/31/2018,95956,89705,NV,Carson City,Carson City,Carson City,11319,317900,-0.002823087,0.000629525,0.109598604,0.084058324,0.017779533,2005-12,2005-Q4,368700,-0.137781394,2005-02
8/31/2018,59062,3234,NH,Concord,Merrimack,Epsom,11320,250700,-0.002784407,-0.003180915,0.029146141,0.041171988,0.007651864,2005-04,2005-Q2,254700,-0.015704751,2005-01
8/31/2018,70310,29112,SC,Orangeburg,Orangeburg,North,11321,50800,-0.001964637,0.018036072,0.060542797,0.0402687,0.003205399,2006-12,2006-Q4,53700,-0.054003724,2006-02
8/31/2018,58819,2576,MA,Boston-Cambridge-Newton,Plymouth,Wareham,11322,289900,-0.004122295,-0.013274336,0.048842258,0.065698433,0.016845724,2006-03,2006-Q1,300400,-0.034953395,2004-11
8/31/2018,93767,81328,CO,,Montezuma,Mancos,11323,267900,0.003746722,0.035962877,0.181216931,0.073620153,0.014992143,2018-08,2018-Q3,267900,0,2018-08
8/31/2018,89345,72065,AR,Little Rock-North Little Rock-Conway,Saline,Hensley,11324,158000,-0.00566394,-0.010025063,-0.089337176,0.054247638,0.030475089,2017-10,2017-Q4,177600,-0.11036036,2017-01
8/31/2018,86869,65610,MO,Springfield,Christian,Billings,11325,172700,-0.001156738,-0.001156738,-0.014831717,0.06559313,0.027395579,2017-07,2017-Q3,175900,-0.018192155,2017-06
8/31/2018,65084,17519,PA,Lancaster,Lancaster,East Earl,11326,232400,0.000430478,0.000861326,0.030141844,0.029428877,0.004133721,2018-06,2018-Q2,232700,-0.001289214,2018-06
8/31/2018,95938,89510,NV,Reno,Washoe,Sparks,11327,401300,-0.000747012,-0.002485707,-0.022173489,0.083744317,0.020975142,2006-03,2006-Q1,500600,-0.198361966,2005-02
8/31/2018,60108,6043,CT,Hartford-West Hartford-East Hartford,Tolland,Bolton,11328,243900,-0.002045827,-0.000819336,0.028246206,0.010849078,-0.007517137,2006-10,2006-Q4,280600,-0.130791162,2004-07
8/31/2018,95795,89086,NV,Las Vegas-Henderson-Paradise,Clark,North Las Vegas,11329,277000,-0.000360881,0.009843237,0.107114309,0.094450786,0.01679568,2006-07,2006-Q3,364700,-0.240471621,2004-09
8/31/2018,62166,11579,NY,New York-Newark-Jersey City,Nassau,Sea Cliff,11330,721900,-0.004138502,0.005431755,0.049730987,0.054904712,0.021250113,2018-07,2018-Q3,724900,-0.004138502,2018-06
8/31/2018,66208,20106,VA,Washington-Arlington-Alexandria,Culpeper,Amissville,11331,305900,-0.002608412,0.008905013,0.016616816,0.034288632,0.019107171,2007-04,2007-Q2,330600,-0.074712644,2005-05
8/31/2018,66778,21104,MD,Baltimore-Columbia-Towson,Howard,Marriottsville,11332,514500,-0.001746217,-0.003486345,0.016999407,0.022667331,0.002579923,2006-06,2006-Q2,575200,-0.105528512,2005-01
8/31/2018,84744,60964,IL,Kankakee,Kankakee,Sun River Terrace,11333,94000,0.001064963,-0.001062699,0.085450346,-0.004611389,-0.017175546,2007-04,2007-Q2,126000,-0.253968254,2004-10
8/31/2018,59085,3261,NH,Boston-Cambridge-Newton,Rockingham,Northwood,11334,246100,-0.001217532,-0.002432104,0.001220504,0.049957417,0.011259514,2006-08,2006-Q3,250100,-0.015993603,2005-12
8/31/2018,58898,2770,MA,Boston-Cambridge-Newton,Plymouth,Rochester,11335,393800,-0.002532928,0.001525941,0.037681159,0.045599728,0.013877533,2005-02,2005-Q1,397500,-0.009308176,2005-01
8/31/2018,92415,78370,TX,Corpus Christi,San Patricio,Odem,11336,124500,-0.001603849,0.023848684,0.082608696,0.065164541,0.01913851,2018-07,2018-Q3,124700,-0.001603849,2018-07
8/31/2018,87886,68142,NE,Omaha-Council Bluffs,Douglas,Omaha,11337,228800,-0.000436872,0.016437139,0.104247104,0.057748593,0.040857765,2018-07,2018-Q3,228900,-0.000436872,2018-07
8/31/2018,59961,5663,VT,Barre,Washington,Northfield,11338,173500,0.002310803,0.001732102,-0.000576037,0.024751794,0.005882105,2017-11,2017-Q4,177600,-0.023085586,2017-08
8/31/2018,86888,65631,MO,Springfield,Christian,Clever,11339,129100,-0.00154679,0.010172144,0.04703974,0.046817947,0.014673235,2018-07,2018-Q3,129300,-0.00154679,2018-07
8/31/2018,72078,32577,FL,Pensacola-Ferry Pass-Brent,Escambia,Molino,11340,153200,-0.00325309,0.002617801,0.051475635,0.100521447,0.02303359,2006-09,2006-Q3,156200,-0.019206146,2006-06
8/31/2018,96754,92249,CA,El Centro,Imperial,Heber,11341,216400,0.000925069,0.00744879,0.048449612,0.066665098,0.012053021,2006-09,2006-Q3,275200,-0.213662791,2005-10
8/31/2018,70439,29384,SC,Greenville-Anderson-Mauldin,Laurens,Waterloo,11342,138000,0.002906977,0.002906977,0.124694377,0.045109578,0.021569475,2018-06,2018-Q2,138100,-0.000724113,2018-06
8/31/2018,65349,18074,PA,Philadelphia-Camden-Wilmington,Montgomery,Upper Frederick,11343,268900,-0.001114413,-0.001855976,0.026727759,0.031527535,0.001573714,2006-11,2006-Q4,283600,-0.051833568,2005-08
8/31/2018,99674,98266,WA,Bellingham,Whatcom,Maple Falls,11344,205800,-0.006277161,0.018307768,0.134509372,0.111368769,0.01820184,2018-07,2018-Q3,207100,-0.006277161,2018-06
8/31/2018,58353,1373,MA,Greenfield Town,Franklin,South Deerfield,11345,273100,-0.001097293,0.005522828,0.015997024,0.033727951,0.012437139,2017-12,2017-Q4,274500,-0.005100182,2017-12
8/31/2018,73368,35186,AL,Birmingham-Hoover,Shelby,Wilsonville,11346,215900,0,0.005121043,0.141120507,0.047540462,0.020317079,2018-08,2018-Q3,215900,0,2018-08
8/31/2018,69251,27235,NC,Greensboro-High Point,Guilford,High Point,11347,222400,-0.000898473,0.009532456,0.151138716,0.052779486,0.023002418,2018-07,2018-Q3,222600,-0.000898473,2018-07
8/31/2018,73948,36576,AL,Daphne-Fairhope-Foley,Baldwin,Silverhill,11348,174400,0.001723148,0.006347374,0.137638617,0.053017956,0.007776658,2018-08,2018-Q3,174400,0,2018-08
8/31/2018,88752,70719,LA,Baton Rouge,West Baton Rouge,Brusly,11349,216900,-0.000921234,-0.004132231,0.011188811,0.049564132,0.032322172,2018-01,2018-Q1,219300,-0.010943912,2017-11
8/31/2018,92557,78619,TX,Austin-Round Rock,Hays,Driftwood,11350,531000,-0.000376506,0.013165426,0.123334039,0.071530258,0.030762697,2018-07,2018-Q3,531200,-0.000376506,2018-07
8/31/2018,100344,99664,AK,,Kenai Peninsula,Seward,11351,215200,-0.000928505,-0.011029412,-0.016902695,0.006635653,0.007050232,2018-04,2018-Q2,219500,-0.019589977,2017-05
8/31/2018,66808,21161,MD,Baltimore-Columbia-Towson,Harford,Whitehall,11352,372400,-0.001608579,-0.001340842,0.04051411,0.037829355,0.002477023,2007-06,2007-Q2,403600,-0.077304262,2005-08
8/31/2018,58854,2667,MA,Barnstable Town,Barnstable,Wellfleet,11353,559400,-0.000178731,0.007020702,0.050319189,0.030062765,0.012760239,2006-03,2006-Q1,561100,-0.003029763,2006-02
8/31/2018,70501,29470,SC,Charleston-North Charleston,Charleston,Ravenel,11354,270400,0.000369959,0.00222387,0.113215315,0.114012579,0.032965918,2018-06,2018-Q2,270700,-0.001108238,2018-06
8/31/2018,61962,10983,NY,New York-Newark-Jersey City,Rockland,Orangetown,11355,477600,-0.001672241,-0.000418585,0.084714967,0.038849669,-0.00025112,2006-04,2006-Q2,541600,-0.11816839,2004-08
8/31/2018,62634,12522,NY,New York-Newark-Jersey City,Dutchess,Dover,11356,218100,-0.002743484,0.008788159,0.037583254,0.046746765,-0.015018833,2006-02,2006-Q1,292400,-0.254103967,2003-09
8/31/2018,89972,73149,OK,Oklahoma City,Oklahoma,Oklahoma City,11357,45800,0.002188184,-0.017167382,-0.055670103,0.055864067,-0.002794978,2018-01,2018-Q1,51500,-0.110679612,2017-04
8/31/2018,65420,18326,PA,East Stroudsburg,Monroe,Paradise,11358,135500,0.001478197,0.009687034,0.063579278,0.031031457,-0.019801283,2007-08,2007-Q3,182000,-0.255494505,
8/31/2018,58923,2825,RI,Providence-Warwick,Providence,Foster,11359,314400,-0.001904762,0.002231431,0.067572156,0.052784581,0.00707425,2006-08,2006-Q3,377400,-0.166931638,2004-06
8/31/2018,70200,28756,NC,Forest City,Rutherford,Lake Lure,11360,149000,-0.002677376,-0.007989348,-0.006004003,0.058799812,0.010389451,2017-12,2017-Q4,153100,-0.026779882,2017-07
8/31/2018,67031,21773,MD,Washington-Arlington-Alexandria,Frederick,Myersville,11361,336900,-0.000296736,-0.011443662,0.035659391,0.043802567,0.007353256,2006-07,2006-Q3,408900,-0.176082172,2004-11
8/31/2018,62891,12992,NY,Plattsburgh,Clinton,Chazy,11362,112900,-0.001768347,0.000886525,0.04537037,0.034658687,0.017181738,2018-06,2018-Q2,113200,-0.002650177,2018-06
8/31/2018,70740,29847,SC,Augusta-Richmond County,Edgefield,Trenton,11363,85200,-0.001172333,0.017921147,0.126984127,0.070767748,0.030115631,2018-07,2018-Q3,85300,-0.001172333,2018-07
8/31/2018,84512,60461,IL,Chicago-Naperville-Elgin,Cook,Olympia Fields,11364,190100,0,-0.009379885,-0.00627287,0.018687888,-0.031695185,2007-01,2007-Q1,285200,-0.33345021,1998-06
8/31/2018,98383,95692,CA,Yuba City,Yuba,Wheatland,11365,304400,0.002965404,0.008614977,0.067695545,0.080796948,0.028533334,2005-12,2005-Q4,370300,-0.177963813,2004-09
8/31/2018,72146,32686,FL,Ocala,Marion,Reddick,11366,206700,0.007801073,0.014229637,0.177777778,0.098093215,0.003452867,2006-10,2006-Q4,269000,-0.231598513,2005-08
8/31/2018,82081,55069,MN,Minneapolis-St. Paul-Bloomington,Chisago,Rush City,11367,161800,0.001237624,0,0.05613577,0.060099958,0.010203456,2006-06,2006-Q2,181600,-0.109030837,2005-05
8/31/2018,95178,86335,AZ,Prescott,Yavapai,Rimrock,11368,186300,-0.003743316,0.001612903,0.147167488,0.097877798,0.00604713,2007-01,2007-Q1,219200,-0.150091241,2006-02
